1609E: rating=2400, count=50
1815F: rating=3500, count=10
1718F: rating=3300, count=10
1712F: rating=3200, count=10
1697E: rating=2400, count=10
1691F: rating=2500, count=10
1552I: rating=3400, count=10
1477E: rating=3300, count=10
1468L: rating=2700, count=10
1434E: rating=3500, count=10
1423L: rating=2600, count=10
1310B: rating=2500, count=10
1268D: rating=3200, count=10
1261E: rating=2600, count=10
1146F: rating=2500, count=10
1091H: rating=3200, count=10
1033E: rating=2800, count=10
855F: rating=3100, count=10
827E: rating=2700, count=10
650D: rating=2600, count=10
500F: rating=2700, count=10
293B: rating=2700, count=10
297E: rating=3000, count=10
1205F: rating=3400, count=10
850F: rating=2800, count=10
1065F: rating=2500, count=10
1017E: rating=2400, count=10
840D: rating=2500, count=10
1832F: rating=3200, count=10
1817F: rating=3500, count=10
1805F2: rating=3100, count=10
830E: rating=3100, count=10
1776M: rating=3000, count=10
1776J: rating=2500, count=10
1778F: rating=2600, count=10
1777F: rating=2400, count=10
1783F: rating=2500, count=10
1731F: rating=2500, count=10
1740H: rating=3300, count=10
1748F: rating=3000, count=10
1716E: rating=2500, count=10
1709E: rating=2400, count=10
1286F: rating=3100, count=10
1264F: rating=3500, count=10
1661E: rating=2500, count=10
1657F: rating=2600, count=10
1647F: rating=3100, count=10
1646F: rating=2900, count=10
1617E: rating=2700, count=10
1611G: rating=2500, count=10
1569F: rating=3000, count=10
1521D: rating=2500, count=10
1503F: rating=3500, count=10
1497E2: rating=2500, count=10
1469F: rating=2600, count=10
1455F: rating=2800, count=10
1374E2: rating=2500, count=10
1228F: rating=2500, count=10
1366G: rating=2700, count=10
1343F: rating=2400, count=10
1175F: rating=2500, count=10
1332F: rating=2500, count=10
1288F: rating=2900, count=10
888F: rating=2500, count=10
1236E: rating=2500, count=10
1202F: rating=2700, count=10
1188E: rating=3300, count=10
1168E: rating=3100, count=10
1109E: rating=2700, count=10
1111E: rating=2500, count=10
1093F: rating=2400, count=10
70D: rating=2700, count=10
822E: rating=2400, count=10
1147F: rating=3500, count=10
1425B: rating=2600, count=10
878E: rating=3300, count=10
1139F: rating=2500, count=10
1023G: rating=3400, count=10
936D: rating=3000, count=10
1158E: rating=3400, count=10
1349F2: rating=3500, count=10
763C: rating=2600, count=10
1088E: rating=2400, count=10
1012E: rating=3100, count=10
1017F: rating=2500, count=10
963C: rating=2600, count=10
1583G: rating=3000, count=10
1583F: rating=2500, count=10
1379F1: rating=2700, count=10
930D: rating=2500, count=10
643D: rating=2900, count=10
850E: rating=2800, count=10
1765C: rating=2600, count=10
452F: rating=2700, count=10
949E: rating=2700, count=10
906E: rating=3300, count=10
1078C: rating=2400, count=10
1110H: rating=3500, count=10
773F: rating=3400, count=10
1439E: rating=3500, count=10
715E: rating=3400, count=10
1149E: rating=3200, count=10
1765G: rating=2600, count=10
429E: rating=3000, count=10
1464F: rating=3500, count=10
678F: rating=2500, count=10
348C: rating=2500, count=10
1870G: rating=3300, count=9
1763F: rating=3000, count=9
1761F1: rating=3100, count=9
1638E: rating=2400, count=9
818G: rating=2600, count=9
1310C: rating=2800, count=9
1037F: rating=2500, count=9
966D: rating=2600, count=9
776G: rating=2900, count=9
650E: rating=3200, count=9
633H: rating=3100, count=9
494E: rating=3200, count=9
303E: rating=3000, count=9
241E: rating=2600, count=9
167E: rating=2900, count=9
23E: rating=2500, count=9
1782G: rating=3200, count=9
1284G: rating=3300, count=9
1190E: rating=3100, count=9
1089I: rating=2600, count=9
1060H: rating=3300, count=9
911G: rating=2500, count=9
53E: rating=2500, count=9
896D: rating=2900, count=9
277D: rating=2800, count=9
356E: rating=3000, count=9
506D: rating=2400, count=9
1732E: rating=2800, count=9
1801G: rating=3400, count=9
1423N: rating=3500, count=9
500G: rating=3200, count=9
1785F: rating=3400, count=9
1823F: rating=2600, count=9
1814F: rating=2700, count=9
1806D: rating=2500, count=9
1809G: rating=2800, count=9
913F: rating=2800, count=9
827F: rating=3200, count=9
1083D: rating=3500, count=9
1778E: rating=2500, count=9
652F: rating=2800, count=9
1783G: rating=2800, count=9
1747E: rating=2900, count=9
1743G: rating=3000, count=9
1736E: rating=2600, count=9
1738H: rating=3300, count=9
1733E: rating=2700, count=9
1670F: rating=2400, count=9
1673E: rating=2500, count=9
1620G: rating=2400, count=9
1508F: rating=3500, count=9
1499G: rating=3100, count=9
1494F: rating=2900, count=9
1402C: rating=2600, count=9
1476F: rating=3000, count=9
1474F: rating=3000, count=9
1455G: rating=2900, count=9
578D: rating=2700, count=9
1452F: rating=2900, count=9
1452G: rating=2700, count=9
1387B2: rating=2500, count=9
1358F: rating=2700, count=9
1422E: rating=2700, count=9
1389G: rating=2800, count=9
1371F: rating=2800, count=9
1252D: rating=3000, count=9
132E: rating=2700, count=9
903G: rating=2700, count=9
1078D: rating=2900, count=9
1067C: rating=2600, count=9
1184E3: rating=2400, count=9
1000G: rating=2700, count=9
1329E: rating=3300, count=9
1254E: rating=3300, count=9
1238G: rating=2700, count=9
444C: rating=2400, count=9
1036F: rating=2400, count=9
1107F: rating=2600, count=9
3D: rating=2600, count=9
1866J: rating=2800, count=9
1866L: rating=2400, count=9
1866M: rating=2400, count=9
1229E1: rating=3100, count=9
150E: rating=3000, count=9
235D: rating=3000, count=9
878C: rating=2700, count=9
1080F: rating=2400, count=9
1063D: rating=2600, count=9
814E: rating=2600, count=9
983E: rating=2800, count=9
961F: rating=2700, count=9
1032F: rating=2400, count=9
1510B: rating=2600, count=9
295D: rating=2400, count=9
1085F: rating=2500, count=9
1260F: rating=2700, count=9
1227F2: rating=2400, count=9
1411G: rating=2700, count=9
1260E: rating=2400, count=9
809D: rating=2900, count=9
1042F: rating=2400, count=9
1103D: rating=3100, count=9
700C: rating=2600, count=9
335F: rating=3000, count=9
329E: rating=3100, count=9
1030G: rating=2900, count=9
286E: rating=2800, count=9
914H: rating=3400, count=9
838C: rating=2800, count=9
325D: rating=2900, count=9
720B: rating=2400, count=9
985G: rating=2700, count=9
1762F: rating=2600, count=9
1787I: rating=3400, count=8
1779H: rating=3500, count=8
1737G: rating=3500, count=8
1712E2: rating=2500, count=8
1706D2: rating=2400, count=8
1681E: rating=2600, count=8
1672I: rating=3000, count=8
1641F: rating=3500, count=8
1621H: rating=3500, count=8
1081F: rating=2600, count=8
1055F: rating=2900, count=8
1033F: rating=2800, count=8
981F: rating=2500, count=8
685D: rating=2600, count=8
643C: rating=2400, count=8
575E: rating=2800, count=8
482C: rating=2600, count=8
455E: rating=2900, count=8
452E: rating=2400, count=8
442D: rating=2600, count=8
338E: rating=2600, count=8
273E: rating=2600, count=8
251D: rating=2700, count=8
241B: rating=2700, count=8
209C: rating=2400, count=8
193C: rating=2400, count=8
115D: rating=2600, count=8
15D: rating=2500, count=8
8E: rating=2600, count=8
1666G: rating=3100, count=8
1007D: rating=3200, count=8
598F: rating=2900, count=8
1168D: rating=3000, count=8
238D: rating=2900, count=8
959F: rating=2400, count=8
93C: rating=2500, count=8
484C: rating=2600, count=8
1864H: rating=3200, count=8
1845F: rating=2800, count=8
788E: rating=2900, count=8
855G: rating=3300, count=8
1780G: rating=2400, count=8
1239F: rating=3400, count=8
1797F: rating=3000, count=8
763E: rating=2900, count=8
1808E2: rating=2500, count=8
913H: rating=3400, count=8
827D: rating=2700, count=8
1796F: rating=2900, count=8
1773J: rating=2900, count=8
1788F: rating=2500, count=8
1735E: rating=2400, count=8
1735F: rating=2900, count=8
1739E: rating=2400, count=8
1730E: rating=2700, count=8
1677F: rating=3500, count=8
1654H: rating=3500, count=8
1633E: rating=2400, count=8
1617D2: rating=2400, count=8
1623E: rating=2500, count=8
1619H: rating=2400, count=8
1497D: rating=2500, count=8
1386A: rating=2700, count=8
1388E: rating=2700, count=8
1267I: rating=2600, count=8
1291F: rating=2800, count=8
750E: rating=2600, count=8
741C: rating=2600, count=8
28D: rating=2400, count=8
594D: rating=2500, count=8
609F: rating=2500, count=8
628F: rating=2500, count=8
976F: rating=2500, count=8
1282E: rating=2400, count=8
853D: rating=2400, count=8
962F: rating=2400, count=8
1187G: rating=2500, count=8
1027F: rating=2400, count=8
1111D: rating=2600, count=8
1082F: rating=2800, count=8
5E: rating=2400, count=8
1314B: rating=2500, count=8
1314C: rating=2800, count=8
1229E2: rating=3200, count=8
739D: rating=3400, count=8
1824E: rating=3500, count=8
125E: rating=2400, count=8
1575F: rating=2900, count=8
607E: rating=3300, count=8
354D: rating=2900, count=8
963D: rating=2500, count=8
1510J: rating=2700, count=8
325C: rating=2600, count=8
1080E: rating=2400, count=8
1540E: rating=3500, count=8
1477F: rating=3500, count=8
1510I: rating=2700, count=8
930E: rating=2900, count=8
886E: rating=2400, count=8
771D: rating=2500, count=8
1023F: rating=2600, count=8
1713E: rating=2400, count=8
1299E: rating=3400, count=8
610E: rating=2500, count=8
1056G: rating=2900, count=8
715D: rating=3100, count=8
1765I: rating=2800, count=8
1765L: rating=2400, count=8
1765A: rating=2400, count=8
1267C: rating=3500, count=8
497E: rating=2900, count=8
1056H: rating=3200, count=8
207C3: rating=2700, count=8
1832D2: rating=2400, count=7
1268E: rating=3400, count=7
1146E: rating=2400, count=7
1054H: rating=3500, count=7
986D: rating=3100, count=7
986F: rating=3300, count=7
860E: rating=2700, count=7
755F: rating=2600, count=7
757E: rating=2500, count=7
710D: rating=2500, count=7
626F: rating=2400, count=7
549F: rating=2800, count=7
407C: rating=2500, count=7
372D: rating=2600, count=7
316D3: rating=2400, count=7
232D: rating=2900, count=7
196D: rating=2800, count=7
76C: rating=2700, count=7
67C: rating=2600, count=7
38H: rating=2400, count=7
243E: rating=3000, count=7
280E: rating=3000, count=7
868E: rating=2700, count=7
164C: rating=2400, count=7
884E: rating=2500, count=7
1868D: rating=3000, count=7
1858E1: rating=2500, count=7
1858E2: rating=2600, count=7
1830E: rating=3500, count=7
1848F: rating=2400, count=7
1838F: rating=3000, count=7
1845E: rating=2500, count=7
573D: rating=3000, count=7
788D: rating=3000, count=7
696E: rating=3000, count=7
1808E3: rating=2800, count=7
1470F: rating=3500, count=7
1764H: rating=3400, count=7
1758E: rating=2500, count=7
1758F: rating=3000, count=7
1743E: rating=2400, count=7
1704H2: rating=3500, count=7
1545F: rating=3500, count=7
1387C: rating=2900, count=7
191D: rating=2700, count=7
712E: rating=2500, count=7
1051G: rating=2900, count=7
1132G: rating=2400, count=7
1117F: rating=2500, count=7
884F: rating=2500, count=7
990F: rating=2400, count=7
1279E: rating=2700, count=7
1051E: rating=2600, count=7
264D: rating=2500, count=7
467D: rating=2400, count=7
599E: rating=2600, count=7
1197F: rating=2700, count=7
663E: rating=2600, count=7
1152E: rating=2400, count=7
1016E: rating=2400, count=7
1100D: rating=2500, count=7
1866E: rating=2700, count=7
1866K: rating=2500, count=7
794F: rating=2800, count=7
528C: rating=2600, count=7
1131G: rating=2700, count=7
1086D: rating=2500, count=7
1089K: rating=2400, count=7
793F: rating=3000, count=7
720D: rating=3100, count=7
498B: rating=2400, count=7
992E: rating=2500, count=7
1320F: rating=3500, count=7
1054E: rating=2400, count=7
1007B: rating=2400, count=7
808F: rating=2400, count=7
1679E: rating=2400, count=7
1210G: rating=3500, count=7
1584F: rating=2600, count=7
1184A3: rating=3100, count=7
1225F: rating=2500, count=7
991F: rating=2700, count=7
1209H: rating=3300, count=7
1179E: rating=3200, count=7
26D: rating=2400, count=7
325E: rating=2800, count=7
1834F: rating=2500, count=7
1061F: rating=2400, count=7
778D: rating=2700, count=7
266D: rating=2400, count=7
773D: rating=2700, count=7
375E: rating=3000, count=7
135E: rating=3000, count=7
1078E: rating=3400, count=7
1225G: rating=3100, count=7
1053E: rating=3500, count=7
461E: rating=3000, count=7
461D: rating=2800, count=7
989D: rating=2500, count=7
1732D2: rating=2400, count=7
1584G: rating=3200, count=7
870F: rating=2700, count=7
36E: rating=2600, count=7
587E: rating=2900, count=7
434E: rating=3000, count=7
778E: rating=3000, count=7
750H: rating=3500, count=7
936E: rating=3400, count=7
793G: rating=3400, count=7
839E: rating=2700, count=7
1736C2: rating=2400, count=7
472G: rating=2800, count=7
1753F: rating=3500, count=7
802C: rating=2600, count=7
1762E: rating=2600, count=7
1700E: rating=2600, count=7
1685D2: rating=3500, count=7
1852E: rating=3400, count=6
1841F: rating=2700, count=6
1804G: rating=3500, count=6
1737F: rating=3300, count=6
1701E: rating=2500, count=6
1208H: rating=3500, count=6
1146G: rating=2700, count=6
1097H: rating=3400, count=6
756F: rating=3400, count=6
1044D: rating=2400, count=6
1037G: rating=3200, count=6
966E: rating=2900, count=6
875E: rating=2600, count=6
776F: rating=2800, count=6
744C: rating=2400, count=6
641D: rating=2400, count=6
645F: rating=2500, count=6
633G: rating=2800, count=6
633F: rating=2600, count=6
482D: rating=2700, count=6
377E: rating=2800, count=6
269D: rating=2600, count=6
123E: rating=2500, count=6
119D: rating=2500, count=6
115E: rating=2400, count=6
83E: rating=2800, count=6
1666K: rating=3200, count=6
1510C: rating=2900, count=6
331E2: rating=3100, count=6
917E: rating=3400, count=6
243D: rating=2700, count=6
1089H: rating=3400, count=6
1054G: rating=3300, count=6
956E: rating=2700, count=6
201D: rating=2600, count=6
914E: rating=2400, count=6
484D: rating=2400, count=6
1868E: rating=3500, count=6
1859E: rating=2500, count=6
1578D: rating=3200, count=6
1848E: rating=2600, count=6
1847F: rating=2500, count=6
1826E: rating=2400, count=6
696F: rating=3300, count=6
30E: rating=2800, count=6
1805F1: rating=2600, count=6
1798F: rating=2500, count=6
1776D: rating=2800, count=6
1740I: rating=3500, count=6
1575C: rating=3000, count=6
1771F: rating=2500, count=6
1725J: rating=2500, count=6
1715F: rating=2700, count=6
1720D2: rating=2400, count=6
1656I: rating=3500, count=6
1591E: rating=2400, count=6
1005E2: rating=2400, count=6
1580E: rating=3400, count=6
1240F: rating=3100, count=6
1403C: rating=3200, count=6
1065G: rating=2700, count=6
724F: rating=2700, count=6
580E: rating=2500, count=6
850D: rating=2800, count=6
1386B: rating=2900, count=6
706E: rating=2500, count=6
1186E: rating=2500, count=6
17C: rating=2500, count=6
1218D: rating=2400, count=6
1218E: rating=2500, count=6
725E: rating=2600, count=6
1242E: rating=3200, count=6
605D: rating=2500, count=6
632F: rating=2400, count=6
666C: rating=2500, count=6
1166F: rating=2400, count=6
1076F: rating=2500, count=6
10E: rating=2600, count=6
920D: rating=2400, count=6
200A: rating=2400, count=6
17D: rating=2400, count=6
1782H1: rating=3200, count=6
674F: rating=2900, count=6
674G: rating=3200, count=6
309E: rating=2900, count=6
1266H: rating=3400, count=6
1394E: rating=3500, count=6
264E: rating=3000, count=6
1575E: rating=2600, count=6
446D: rating=2800, count=6
1086E: rating=2900, count=6
1053C: rating=2500, count=6
323C: rating=2400, count=6
613C: rating=2500, count=6
1682E: rating=2700, count=6
1466I: rating=3400, count=6
478E: rating=2900, count=6
682E: rating=2600, count=6
1186F: rating=2400, count=6
736D: rating=2800, count=6
979E: rating=2400, count=6
1322F: rating=3500, count=6
1073F: rating=2500, count=6
1041F: rating=2500, count=6
623D: rating=2700, count=6
1012F: rating=3400, count=6
623C: rating=2900, count=6
739C: rating=2500, count=6
780F: rating=2400, count=6
487D: rating=2700, count=6
819E: rating=2800, count=6
794E: rating=2800, count=6
925E: rating=2900, count=6
722F: rating=2800, count=6
1004F: rating=2600, count=6
1045E: rating=3200, count=6
1765J: rating=2900, count=6
780G: rating=2700, count=6
1250K: rating=3100, count=6
980F: rating=2900, count=6
235E: rating=2600, count=6
798E: rating=3000, count=6
533A: rating=3000, count=6
1793E: rating=2600, count=6
1059E: rating=2400, count=6
1837F: rating=2400, count=6
762F: rating=2800, count=6
720F: rating=3100, count=6
1266G: rating=3300, count=6
955D: rating=2600, count=6
261D: rating=2600, count=6
217E: rating=2800, count=6
1379E: rating=2800, count=6
98E: rating=2700, count=6
1795F: rating=2400, count=5
1505H: rating=2500, count=5
1423I: rating=3000, count=5
1305H: rating=3500, count=5
981G: rating=2500, count=5
843E: rating=3000, count=5
756D: rating=2400, count=5
717G: rating=2400, count=5
687D: rating=2500, count=5
643E: rating=2700, count=5
513F2: rating=2800, count=5
513F1: rating=2700, count=5
513E2: rating=2700, count=5
513D1: rating=2400, count=5
494C: rating=2600, count=5
436F: rating=3000, count=5
436D: rating=2800, count=5
418D: rating=2800, count=5
377D: rating=2400, count=5
238E: rating=2600, count=5
240F: rating=2600, count=5
212A: rating=3000, count=5
204D: rating=2400, count=5
173E: rating=2600, count=5
145E: rating=2400, count=5
86C: rating=2500, count=5
44G: rating=2500, count=5
15E: rating=2600, count=5
1666H: rating=3500, count=5
1666B: rating=3300, count=5
1648F: rating=3500, count=5
269E: rating=3100, count=5
958C3: rating=2500, count=5
1090H: rating=2900, count=5
274E: rating=3000, count=5
7E: rating=2600, count=5
311D: rating=2600, count=5
901D: rating=2700, count=5
444D: rating=2500, count=5
593D: rating=2400, count=5
1870H: rating=3500, count=5
1860E: rating=2400, count=5
1842I: rating=3500, count=5
800D: rating=2700, count=5
1840G2: rating=2500, count=5
1819F: rating=3500, count=5
1823E: rating=2500, count=5
1810H: rating=2900, count=5
871E: rating=2900, count=5
1804H: rating=3300, count=5
1789E: rating=2500, count=5
1666A: rating=3300, count=5
1780E: rating=2400, count=5
1770H: rating=3500, count=5
1771E: rating=2500, count=5
1725D: rating=2900, count=5
1725K: rating=2500, count=5
1725I: rating=2800, count=5
1725L: rating=2400, count=5
1715E: rating=2400, count=5
1680D: rating=2400, count=5
1098E: rating=3400, count=5
1505G: rating=2600, count=5
70E: rating=2700, count=5
109E: rating=2700, count=5
1381E: rating=3300, count=5
1218C: rating=2600, count=5
187D: rating=2800, count=5
1007C: rating=3000, count=5
23C: rating=2500, count=5
1267A: rating=2400, count=5
660F: rating=2500, count=5
707E: rating=2400, count=5
342E: rating=2400, count=5
911F: rating=2400, count=5
954H: rating=2500, count=5
1236F: rating=3000, count=5
95E: rating=2500, count=5
416E: rating=2500, count=5
498D: rating=2400, count=5
601D: rating=2400, count=5
835F: rating=2500, count=5
416D: rating=2400, count=5
1182D: rating=2400, count=5
1182F: rating=2700, count=5
1099F: rating=2400, count=5
6D: rating=2600, count=5
813D: rating=2600, count=5
792E: rating=2500, count=5
1314E: rating=2900, count=5
819D: rating=2900, count=5
1240E: rating=3200, count=5
1181E1: rating=2500, count=5
251E: rating=3000, count=5
1428H: rating=3500, count=5
1349E: rating=3500, count=5
725F: rating=2900, count=5
314E: rating=2900, count=5
1056F: rating=2500, count=5
939F: rating=2400, count=5
79E: rating=2900, count=5
1510H: rating=3200, count=5
283D: rating=2400, count=5
288E: rating=2800, count=5
1583H: rating=3300, count=5
477D: rating=2700, count=5
1271F: rating=2700, count=5
1020E: rating=3000, count=5
1031E: rating=2600, count=5
1201E1: rating=2900, count=5
1201E2: rating=3000, count=5
1250M: rating=2500, count=5
1856E2: rating=2700, count=5
1054F: rating=2700, count=5
248E: rating=2600, count=5
150D: rating=2600, count=5
1578G: rating=3500, count=5
1074F: rating=2700, count=5
983C: rating=2400, count=5
1019D: rating=2700, count=5
737E: rating=3300, count=5
1599B: rating=3100, count=5
1442F: rating=3400, count=5
765G: rating=3200, count=5
924D: rating=2500, count=5
258D: rating=2600, count=5
453D: rating=3000, count=5
348E: rating=2800, count=5
434D: rating=2900, count=5
193D: rating=2900, count=5
226E: rating=2900, count=5
1725E: rating=2500, count=5
883D: rating=2500, count=5
982E: rating=2600, count=5
1161D: rating=2400, count=5
1016F: rating=2600, count=5
616F: rating=2700, count=5
946G: rating=2500, count=5
568D: rating=2800, count=5
1767E: rating=2500, count=5
493E: rating=2800, count=5
955F: rating=2600, count=5
1658E: rating=2500, count=4
1609H: rating=3500, count=4
1431J: rating=3400, count=4
1246F: rating=3500, count=4
1146H: rating=2900, count=4
508D: rating=2500, count=4
843C: rating=2600, count=4
799E: rating=2500, count=4
755E: rating=2400, count=4
717B: rating=2700, count=4
641F: rating=3000, count=4
662A: rating=2400, count=4
627D: rating=2600, count=4
607C: rating=2500, count=4
526E: rating=2400, count=4
524E: rating=2400, count=4
513E1: rating=2600, count=4
513D2: rating=2600, count=4
464D: rating=2700, count=4
442C: rating=2500, count=4
367E: rating=2700, count=4
356D: rating=2700, count=4
335D: rating=2400, count=4
260E: rating=2500, count=4
241D: rating=2900, count=4
196E: rating=2600, count=4
175E: rating=2600, count=4
121E: rating=2400, count=4
117E: rating=2900, count=4
113D: rating=2700, count=4
101E: rating=2500, count=4
57D: rating=2500, count=4
40E: rating=2500, count=4
167D: rating=3000, count=4
1074E: rating=3100, count=4
804F: rating=3400, count=4
1090J: rating=2600, count=4
956D: rating=2500, count=4
58E: rating=2400, count=4
48G: rating=2700, count=4
933D: rating=2900, count=4
869E: rating=2400, count=4
825F: rating=2400, count=4
1859F: rating=3200, count=4
1854F: rating=3500, count=4
1849F: rating=2700, count=4
1844H: rating=3400, count=4
1847E: rating=2900, count=4
1838E: rating=2500, count=4
1809E: rating=2400, count=4
1809F: rating=2500, count=4
1794E: rating=2400, count=4
1796E: rating=2500, count=4
1792E: rating=2400, count=4
1762G: rating=3100, count=4
1761F2: rating=3500, count=4
1621I: rating=3500, count=4
1585G: rating=2500, count=4
1194G: rating=2700, count=4
1491I: rating=3500, count=4
1440D: rating=2600, count=4
1440E: rating=2600, count=4
1447F1: rating=2600, count=4
1447F2: rating=3000, count=4
1443E: rating=2400, count=4
1147D: rating=2400, count=4
1252F: rating=2400, count=4
657C: rating=2400, count=4
679C: rating=2400, count=4
946F: rating=2400, count=4
333E: rating=2500, count=4
379F: rating=2400, count=4
585C: rating=2400, count=4
976D: rating=2500, count=4
835E: rating=2400, count=4
716E: rating=2700, count=4
975E: rating=2600, count=4
12D: rating=2400, count=4
735E: rating=2500, count=4
734F: rating=2500, count=4
1053D: rating=2900, count=4
1010E: rating=2700, count=4
301C: rating=2500, count=4
68D: rating=2500, count=4
403E: rating=2900, count=4
187E: rating=2900, count=4
1120E: rating=2600, count=4
232C: rating=2600, count=4
793E: rating=2900, count=4
1072E: rating=2600, count=4
1032G: rating=2900, count=4
1218A: rating=2800, count=4
1181E2: rating=3000, count=4
444E: rating=2700, count=4
815D: rating=2800, count=4
947E: rating=3100, count=4
1267D: rating=2800, count=4
1161E: rating=3000, count=4
1120F: rating=3100, count=4
1109F: rating=3200, count=4
1025F: rating=2700, count=4
549E: rating=2700, count=4
1071C: rating=2600, count=4
703E: rating=2600, count=4
341D: rating=2500, count=4
1267F: rating=2600, count=4
906C: rating=2400, count=4
319D: rating=2800, count=4
594E: rating=3100, count=4
1060G: rating=3400, count=4
457D: rating=2700, count=4
935F: rating=2600, count=4
865E: rating=3300, count=4
1237G: rating=3500, count=4
468D: rating=3100, count=4
1585F: rating=2400, count=4
796E: rating=2400, count=4
1210F2: rating=3200, count=4
316G3: rating=2400, count=4
449E: rating=2900, count=4
725G: rating=3300, count=4
618G: rating=3300, count=4
933E: rating=3200, count=4
360E: rating=2800, count=4
868G: rating=3300, count=4
960H: rating=3100, count=4
383E: rating=2700, count=4
1784F: rating=3400, count=4
346D: rating=2600, count=4
223E: rating=3000, count=4
1070I: rating=2400, count=4
351C: rating=2500, count=4
449C: rating=2500, count=4
249D: rating=2700, count=4
48H: rating=2800, count=4
908E: rating=2500, count=4
593E: rating=2400, count=4
266E: rating=2500, count=4
1147E: rating=3000, count=4
1776K: rating=3200, count=4
1839E: rating=2400, count=4
612F: rating=2600, count=4
480D: rating=2600, count=4
1004E: rating=2400, count=4
886F: rating=2900, count=4
1431I: rating=2900, count=3
1423C: rating=3500, count=3
1346I: rating=2900, count=3
1310F: rating=3400, count=3
1055E: rating=2500, count=3
1044E: rating=3100, count=3
1044F: rating=2700, count=3
866D: rating=2400, count=3
859G: rating=3000, count=3
856F: rating=3000, count=3
852H: rating=3000, count=3
799G: rating=3500, count=3
750F: rating=2800, count=3
717F: rating=2600, count=3
687E: rating=2900, count=3
633E: rating=2400, count=3
626E: rating=2400, count=3
611F: rating=2500, count=3
607D: rating=2600, count=3
596E: rating=2500, count=3
524F: rating=2700, count=3
513G3: rating=3100, count=3
494D: rating=2700, count=3
482E: rating=3200, count=3
335E: rating=2800, count=3
329D: rating=2500, count=3
293C: rating=2400, count=3
293D: rating=2700, count=3
297C: rating=2400, count=3
240E: rating=2800, count=3
154D: rating=2400, count=3
140F: rating=2600, count=3
83D: rating=2400, count=3
40D: rating=2600, count=3
33E: rating=2600, count=3
21D: rating=2400, count=3
924F: rating=3200, count=3
1045H: rating=2400, count=3
1045B: rating=2400, count=3
883B: rating=2600, count=3
924E: rating=2700, count=3
256E: rating=2400, count=3
54E: rating=2700, count=3
837F: rating=2400, count=3
758F: rating=2400, count=3
1879E: rating=2400, count=3
1879F: rating=2800, count=3
1860F: rating=2900, count=3
1852F: rating=3500, count=3
1423E: rating=2700, count=3
1814D: rating=2500, count=3
1767F: rating=3100, count=3
1774H: rating=3500, count=3
559D: rating=2800, count=3
1726H: rating=3500, count=3
1190F: rating=3400, count=3
912E: rating=2400, count=3
1545E2: rating=3500, count=3
1545E1: rating=3500, count=3
37E: rating=2600, count=3
1402B: rating=2900, count=3
11E: rating=2800, count=3
1218H: rating=2900, count=3
856D: rating=2400, count=3
23D: rating=2600, count=3
13D: rating=2600, count=3
889C: rating=2400, count=3
160E: rating=2400, count=3
258E: rating=2400, count=3
200E: rating=2400, count=3
339E: rating=2700, count=3
8D: rating=2600, count=3
747F: rating=2500, count=3
535E: rating=2600, count=3
758E: rating=2600, count=3
634F: rating=3000, count=3
1314F: rating=3400, count=3
446E: rating=3100, count=3
756E: rating=3200, count=3
543E: rating=3200, count=3
1184B3: rating=2700, count=3
1074D: rating=2400, count=3
477E: rating=3100, count=3
504C: rating=2500, count=3
317C: rating=2500, count=3
263E: rating=2500, count=3
498E: rating=2700, count=3
720E: rating=3100, count=3
1510E: rating=2700, count=3
957E: rating=2500, count=3
1008E: rating=3000, count=3
1008D: rating=2400, count=3
996F: rating=2500, count=3
1031F: rating=2800, count=3
1072F: rating=2800, count=3
1079G: rating=2900, count=3
1162F: rating=2400, count=3
1382E: rating=2500, count=3
865C: rating=2400, count=3
1250I: rating=3100, count=3
333C: rating=2700, count=3
933C: rating=2700, count=3
1030F: rating=2500, count=3
311C: rating=2500, count=3
1218G: rating=3000, count=3
1109C: rating=2800, count=3
551E: rating=2500, count=3
1276E: rating=3500, count=3
1038E: rating=2400, count=3
665F: rating=2400, count=3
336E: rating=2700, count=3
1248F: rating=2400, count=3
89E: rating=2900, count=3
1210F1: rating=3100, count=3
457E: rating=3000, count=3
1267H: rating=3200, count=3
679D: rating=2900, count=3
718D: rating=2900, count=3
833E: rating=3400, count=3
741E: rating=3400, count=3
1017H: rating=3300, count=3
865G: rating=3300, count=3
923F: rating=3200, count=3
842E: rating=2800, count=3
48F: rating=2800, count=3
869D: rating=2800, count=3
1027G: rating=2600, count=3
1070L: rating=2600, count=3
1070B: rating=2400, count=3
360D: rating=2600, count=3
1578I: rating=3300, count=3
833D: rating=2800, count=3
730L: rating=3200, count=3
832E: rating=2600, count=3
786C: rating=2400, count=3
414E: rating=3200, count=3
845E: rating=2400, count=3
909F: rating=2500, count=3
301E: rating=2800, count=3
1866F: rating=3100, count=3
1411F: rating=3000, count=3
1781F: rating=2700, count=3
792F: rating=3100, count=3
249E: rating=2600, count=3
1599E: rating=3200, count=3
1510A: rating=3100, count=3
825G: rating=2500, count=3
1250D: rating=3000, count=3
1161F: rating=3500, count=3
1061E: rating=2600, count=3
1784E: rating=3100, count=3
542B: rating=3100, count=3
1628F: rating=3500, count=2
575C: rating=2700, count=2
866G: rating=3300, count=2
1055D: rating=2400, count=2
847J: rating=2400, count=2
859F: rating=2800, count=2
744D: rating=3200, count=2
662E: rating=3100, count=2
639D: rating=2400, count=2
620F: rating=2800, count=2
